0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.8603550162395601,0.8793691885450583,0.8636521648230584,0.7850405527919717,0.6945483550014027,0.5688506870048586,0.44079395082855477,0.3799032834964393,0.4965260891582295,0.6117129445597724,0.5738723838226871,0.5337364154001616,0.6525716438272848,0.743791729428299,0.7624412432538454,0.7611440872033439,0.7361071348227988,0.6933296144999277,0.6848907723255229,0.702577192483548,0.7522024557061782,0.7821146978859499,0.741259336901849,0.7442880676153285,0.7443202484096938,0.7223653562704406,0.6990163764563402,0.6977757192995417,0.6917030811484572,0.6857265652384923,0.6801024708896612,0.6669682231914322,0.6693348732074504,0.699401700881106,0.7113046121872557,0.6982097542429448,0.7092279295246735,0.7616362652993338,0.810055600819279,0.811121123944595,0.7730689267551201,0.7611870379488659,0.7373271587760843,0.7095449019203199,0.6998145063557573,0.7236544477590225,0.7301753494153953,0.725459426838281,0.6813309059250328,0.5963464428680361,0.4834523687207479,0.39784595687253876,0.4747385781694522,0.4593618581787773,0.359365657777051,0.44862673130348707,0.580895538480676,0.6760440697548793,0.712865193755543,0.723569633561179,0.740766953937734,0.7565319519007172,0.7155548005497163,0.7095436948906908,0.7525875950456831,0.7642010332845066,0.7865418122775445,0.7617841172665365,0.7580493002092883,0.7696551191578882,0.7772393519594845,0.7724302709797088,0.7837653081788201,0.7863259456193239,0.7662964701278652,0.798119051780648,0.826945501838857,0.8303990359529791,0.8442418786978445,0.8565501811058889,0.8526137233914257,0.829031279945089,0.8310376345001043,0.8509000715662074,0.8494090688901919,0.8456238317407827,0.829854160381096,0.7962168534480041,0.7952789580451087,0.8112945291571059,0.8271681015498356,0.8313867706727853,0.8653244990239424,0.9011908988656128,0.9249374528427055,0.9461550859846923,0.9129036886866917,0.8790384557792983,0.8912748198998237,0.8935889921799642,0.9144752768268294,0.9145995611496938,0.9509353926956345,0.9635017662647014,0.9658908975021605,0.890322136886347,0.7969105349763055,0.6817250894392854,0.5704785503947267,0.6355122232522206,0.7682447462795752,0.7982468011807891,0.667633142697877,0.675085748309292,0.8192795429063064,0.921130092559717,0.9680016913923737,0.9860063375177521,0.9391228035401573,0.8831058557343052,0.8863579700980306,0.9109375689841146,0.9026492482507846,0.9473876199827354,1.0,0.9782848043980916,0.892427644020465,0.8384541736075874,0.7889686476324433,0.7948040374507874,0.7764293561184665,0.7577914090618485,0.8058424650500626,0.852519520632022,0.8462739063815823,0.7799263362490789,0.6397558759223152,0.493147576418866,0.34055104354827215,0.21029415293250953,0.1892816647256934,0.30221085505260703,0.4108146422816059,0.3349890474744015,0.32369548088255673,0.4291130955445155,0.5639138664203909,0.6914743860144084,0.7959903764703915,0.8444212841340963,0.8394151339904363,0.7933011090485644,0.8020029390410199,0.7898734625401991,0.7955167053434398,0.7827666867173617,0.785546663024479,0.8268457969955652,0.8161658788131341,0.7882226617731813,0.7500909789538897,0.7237765901640847,0.7393425090366526,0.7084805623514603,0.6822331079503074,0.6750402316386594,0.702828526329176,0.7047510202138678,0.7216394534208801,0.7467439688514155,0.7447117630915274,0.720055407304363,0.7215721664305166,0.7460366564868117,0.7295131899440817,0.7173587786235842,0.7160550636427025,0.6928243599781414,0.6662129433057933,0.6661543021933634,0.665329939532028,0.6610144965195017,0.6675565471035956,0.6638901413707003,0.6426561398334574,0.6407245874054279,0.6523338269133312,0.6516554521627436,0.628100067463258,0.577789813807768,0.596297322994106,0.635116239976643,0.6190686337815938,0.5713535034410029,0.6112579293231839,0.5803808309481315,0.4529989522579614,0.309917311514206,0.16056704562998458,0.02901907835363815,0.0,0.0830527440519031,0.19820326669304844,0.21309257599004283,0.30494992977082536,0.42949662503986197,0.540887709643254,0.6119203330858403,0.6316381560163054,0.623074289299594,0.6141982107485218,0.5915755761563597,0.6031746765960033,0.6272211860860653,0.6656369336403856,0.6730034487141605,0.6995018081337294,0.7006637673528218,0.6341786315954057,0.5889643961103728,0.5876334263965441,0.5879646150738234,0.5989633136218879,0.5681726785624805,0.5638287990069308,0.5864739506790233,0.5930989436850558,0.5963878918204912,0.591923778713551,0.6169108823049756,0.6228680293356375,0.6451286172481829,0.6333567262379756,0.6496278190678737,0.6122954166881298,0.5656187407295743,0.5733376888499784,0.586553212500097,0.644936405935324,0.6579130803598288,0.6597135310067301,0.5926479950211911,0.4582707556107337,0.31679283762646815,0.17669816617867173,0.12762497778863846,0.19661555309095569,0.20077721484610933,0.25583754721293683,0.39217370870272017,0.5381246941244404,0.6491822609006705,0.717173328978042,0.7538961930121957,0.7576951434437076
